RefID,Author(s),Experiment Number,CONTROL,Pollutant Class,Pollutant,Response type,Coral age class,Current genus name,Current species name,Colony form,Other forms/morphologies,Coral surface direction,Ocean,Ecoregion number,Study location,Study site,Study type,Flow characteristics,Light characteristics,Other sample characteristics,Stressor description,Application level,Application level Unit of measurement (UoM),level converted to ug/L,exposure duration in days,recovery duration in days,exposure frequency,exposure notes,Response type,Standardized response level,Standardized SE,Standardized SD,Standardized UoM,Response level,Response UoM,Average type,N for computing average,N UoM,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate (= response level - lower error bound),Upper error estimate (= upper error bound - response level),Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,Data extractor initials,Date of completion,Additional notes on study,QAQC notes
Cu11,Hédouin et al. 2016,5,0,Metal,Copper,chl-a concentration,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",48.9,ug/L,48.9,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,chl-a concentration,15.4545455,0.899784009,3.48484848,ug/cm2,15.4545455,ug Chl a / cm^2,mean,15,nubbins,n/a,18.9393939,n/a,3.48484848,s.d.,n/a,n/a,n/a,n/a,Figure 5,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,5,0,Metal,Copper,chl-a concentration,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",85.2,ug/L,85.2,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,chl-a concentration,8.93939394,0.821541922,3.18181818,ug/cm2,8.93939394,ug Chl a / cm^2,mean,15,nubbins,n/a,12.1212121,n/a,3.18181818,s.d.,n/a,n/a,n/a,n/a,Figure 5,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,6,1,Metal,Copper,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",8.1,ug/L,8.1,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,6,0,Metal,Copper,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",15,ug/L,15,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,6,0,Metal,Copper,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",48.9,ug/L,48.9,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,6,0,Metal,Copper,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",85.2,ug/L,85.2,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,6,0,Metal,Copper,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",222,ug/L,222,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,57.38095238,,n/r,% colonies survived,57.38095238,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,6,0,Metal,Copper,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",434,ug/L,434,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,13.57142857,,n/r,% colonies survived,13.57142857,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,7,1,Metal,Copper,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",8.1,ug/L,8.1,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.67006369,3.72E-03,2.04E-02,unitless,0.67006369,Fv/Fm,mean,30,nubbins,n/a,0.69044586,n/a,2.04E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,7,0,Metal,Copper,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",15,ug/L,15,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.66496815,4.66E-03,2.55E-02,unitless,0.66496815,Fv/Fm,mean,30,nubbins,n/a,0.69044586,n/a,2.55E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,7,0,Metal,Copper,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",48.9,ug/L,48.9,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.65477707,1.26E-02,6.88E-02,unitless,0.65477707,Fv/Fm,mean,30,nubbins,n/a,0.72356688,n/a,6.88E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,7,0,Metal,Copper,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",85.2,ug/L,85.2,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.65732484,1.02E-02,5.61E-02,unitless,0.65732484,Fv/Fm,mean,30,nubbins,n/a,0.7133758,n/a,5.61E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,7,0,Metal,Copper,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",222,ug/L,222,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.54267516,0.033491316,0.18343949,unitless,0.54267516,Fv/Fm,mean,30,nubbins,n/a,0.72611465,n/a,0.18343949,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,7,0,Metal,Copper,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",434,ug/L,434,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.18343949,0.023257859,0.12738854,unitless,0.18343949,Fv/Fm,mean,30,nubbins,n/a,0.31082803,n/a,0.12738854,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,8,1,Metal,Copper,symbiont density,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",8.1,ug/L,8.1,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,symbiont density,100,0,0,% of symbionts remaining after exposure (as compared to before),100,% remaining density,mean,15,nubbins,n/a,100,n/a,0,s.d.,n/a,n/a,n/a,n/a,Figure 6,EEC,7/3/20,,it appears that the response is NOT actually % control but a before-after comparison (OK?)
Cu11,Hédouin et al. 2016,8,0,Metal,Copper,symbiont density,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",15,ug/L,15,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,symbiont density,71.9376392,2.702750067,10.467706,% of symbionts remaining after exposure (as compared to before),71.9376392,% remaining density,mean,15,nubbins,n/a,82.4053452,n/a,10.467706,s.d.,n/a,n/a,n/a,n/a,Figure 6,EEC,7/3/20,,it appears that the response is NOT actually % control but a before-after comparison (OK?)
Cu11,Hédouin et al. 2016,8,0,Metal,Copper,symbiont density,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",48.9,ug/L,48.9,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,symbiont density,68.3741648,3.105287326,12.0267261,% of symbionts remaining after exposure (as compared to before),68.3741648,% remaining density,mean,15,nubbins,n/a,80.4008909,n/a,12.0267261,s.d.,n/a,n/a,n/a,n/a,Figure 6,EEC,7/3/20,,it appears that the response is NOT actually % control but a before-after comparison (OK?)
Cu11,Hédouin et al. 2016,8,0,Metal,Copper,symbiont density,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,"Cu(Cl)2, Merck synthesis quality",85.2,ug/L,85.2,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,symbiont density,46.7706013,3.795351151,14.6993318,% of symbionts remaining after exposure (as compared to before),46.7706013,% remaining density,mean,15,nubbins,n/a,61.4699332,n/a,14.6993318,s.d.,n/a,n/a,n/a,n/a,Figure 6,EEC,7/3/20,,it appears that the response is NOT actually % control but a before-after comparison (OK?)
Cu11,Hédouin et al. 2016,9,1,Metal,Copper,Larval survival,larva,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,n/a,Natural light with shade cloth,27 C,"Cu(Cl)2, Merck synthesis quality",1,ug/L,1,4.000,0,Every 48 hours,Measured with Dynamic Reaction Cell ICP-MS,Larval survival,100,,n/r,% larvae survived,100,% larvae surviving,mean,3,3 replicates per treatment (~60 larvae),n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,9,0,Metal,Copper,Larval survival,larva,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,n/a,Natural light with shade cloth,27 C,"Cu(Cl)2, Merck synthesis quality",11.1,ug/L,11.1,4.000,0,Every 48 hours,Measured with Dynamic Reaction Cell ICP-MS,Larval survival,94,,n/r,% larvae survived,93.7278107,% larvae surviving,mean,3,3 replicates per treatment (~60 larvae),n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,9,0,Metal,Copper,Larval survival,larva,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,n/a,Natural light with shade cloth,27 C,"Cu(Cl)2, Merck synthesis quality",69.4,ug/L,69.4,4.000,0,Every 48 hours,Measured with Dynamic Reaction Cell ICP-MS,Larval survival,83,,n/r,% larvae survived,82.8402367,% larvae surviving,mean,3,3 replicates per treatment (~60 larvae),n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,9,0,Metal,Copper,Larval survival,larva,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,n/a,Natural light with shade cloth,27 C,"Cu(Cl)2, Merck synthesis quality",130,ug/L,130,4.000,0,Every 48 hours,Measured with Dynamic Reaction Cell ICP-MS,Larval survival,72,,n/r,% larvae survived,72.4260355,% larvae surviving,mean,3,3 replicates per treatment (~60 larvae),n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,9,0,Metal,Copper,Larval survival,larva,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,n/a,Natural light with shade cloth,27 C,"Cu(Cl)2, Merck synthesis quality",272,ug/L,272,4.000,0,Every 48 hours,Measured with Dynamic Reaction Cell ICP-MS,Larval survival,6,,n/r,% larvae survived,5.68047337,% larvae surviving,mean,3,3 replicates per treatment (~60 larvae),n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,9,0,Metal,Copper,Larval survival,larva,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,n/a,Natural light with shade cloth,27 C,"Cu(Cl)2, Merck synthesis quality",611,ug/L,611,4.000,0,Every 48 hours,Measured with Dynamic Reaction Cell ICP-MS,Larval survival,0,,n/r,% larvae survived,0,% larvae surviving,mean,3,3 replicates per treatment (~60 larvae),n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,10,1,Metal,Lead,chl-a concentration,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",0.5,ug/L,0.5,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,chl-a concentration,43.0635838,3.581949923,13.8728324,ug/cm2,43.0635838,ug Chl a / cm^2,mean,15,nubbins,n/a,56.9364162,n/a,13.8728324,s.d.,n/a,n/a,n/a,n/a,Figure 5,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,10,0,Metal,Lead,chl-a concentration,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",75.6,ug/L,75.6,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,chl-a concentration,24.566474,2.014846828,7.80346821,ug/cm2,24.566474,ug Chl a / cm^2,mean,15,nubbins,n/a,32.3699422,n/a,7.80346821,s.d.,n/a,n/a,n/a,n/a,Figure 5,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,10,0,Metal,Lead,chl-a concentration,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",151,ug/L,151,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,chl-a concentration,18.7861272,1.268607262,4.9132948,ug/cm2,18.7861272,ug Chl a / cm^2,mean,15,nubbins,n/a,23.699422,n/a,4.9132948,s.d.,n/a,n/a,n/a,n/a,Figure 5,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,10,0,Metal,Lead,chl-a concentration,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",308,ug/L,308,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,chl-a concentration,13.8728324,0.596991653,2.31213873,ug/cm2,13.8728324,ug Chl a / cm^2,mean,15,nubbins,n/a,16.1849711,n/a,2.31213873,s.d.,n/a,n/a,n/a,n/a,Figure 5,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,11,1,Metal,Lead,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",0.5,ug/L,0.5,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,11,0,Metal,Lead,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",75.6,ug/L,75.6,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,11,0,Metal,Lead,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",151,ug/L,151,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,11,0,Metal,Lead,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",308,ug/L,308,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,11,0,Metal,Lead,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",604,ug/L,604,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,70,,n/r,% colonies survived,70,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,11,0,Metal,Lead,colony survival,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",1200,ug/L,1200,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,colony survival,10,,n/r,% colonies survived,10,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",EEC,7/3/20,,
Cu11,Hédouin et al. 2016,12,1,Metal,Lead,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",0.5,ug/L,0.5,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.67179487,1.08E-02,5.90E-02,unitless,0.67179487,Fv/Fm,mean,30,nubbins,n/a,0.73076923,n/a,5.90E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,12,0,Metal,Lead,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",75.6,ug/L,75.6,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.7,7.49E-03,4.10E-02,unitless,0.7,Fv/Fm,mean,30,nubbins,n/a,0.74102564,n/a,4.10E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,12,0,Metal,Lead,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",151,ug/L,151,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.69487179,8.43E-03,4.62E-02,unitless,0.69487179,Fv/Fm,mean,30,nubbins,n/a,0.74102564,n/a,4.62E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,12,0,Metal,Lead,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",308,ug/L,308,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.67948718,1.45E-02,7.95E-02,unitless,0.67948718,Fv/Fm,mean,30,nubbins,n/a,0.75897436,n/a,7.95E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,12,0,Metal,Lead,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",604,ug/L,604,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.59487179,0.029024614,0.15897436,unitless,0.59487179,Fv/Fm,mean,30,nubbins,n/a,0.75384615,n/a,0.15897436,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
Cu11,Hédouin et al. 2016,12,0,Metal,Lead,maximum quantum yield - Fv/Fm,adult,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,"Pb(NO3)2, Merck, synthesis quality",1200,ug/L,1200,4.000,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,maximum quantum yield - Fv/Fm,0.40512821,0.02668392,0.14615385,unitless,0.40512821,Fv/Fm,mean,30,nubbins,n/a,0.55128205,n/a,0.14615385,s.d.,n/a,n/a,n/a,n/a,Figure 8,EEC,7/3/20,,
